"University","PMCID","PMID","DOI","Publisher","Journal title","ISSN","Article title","Total cost of Article Processing Charge (APC), in £","Amount of APC charged to Wellcome OA grant, in £ (see comment)","VAT charged","COST (£)","Wellcome grant","Licence info","Notes","Fulltext in EPMC?","XML Fulltext?","AAM?","Open Access?","Licence","Licence Source","Journal Type","Correct Article Confidence","Standard Compliance?","Deluxe Compliance?","Compliance Processing Ouptut",
,"PMC3575846",23303786,"10.1093/nar/gks1441","Oxford University Press","Nucleic Acids Research","0305-1048, 1362-4962","Space exploration by the promoter of a long human gene during one transcription cycle",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","oa",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3575846 to PMC3575846

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/nar/gks1441 to 10.1093/nar/gks1441

[2016-05-20T11:48:40Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:40Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:40Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:48:40Z processor] Journal with ISSN 0305-1048,1362-4962 was found in DOAJ; assuming OA",
,"PMC3761558",23688110,"10.1089/ten.tea.2012.0580","Mary Ann Liebert","Tissue Engineering: part A","1937-3341, 1937-335X","Effects of Fiber Orientation on teh Frictional Properties and damage of regenerative Articular Cartilage Surfaces",,,,,,,,"True","False","unknown","False","unknown",,"hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3761558 to PMC3761558

[2016-05-20T11:39:55Z importer] normalised DOI 10.1089/ten.tea.2012.0580 to 10.1089/ten.tea.2012.0580

[2016-05-20T11:48:40Z processor] Journal with ISSN 1937-3341,1937-335X was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:47Z oag] PMC3761558 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:13Z oag] 10.1089/ten.tea.2012.0580 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:01:31Z oag] 23688110 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown",
,"PMC3650584",23337175,"10.1016/j.ympev.2013.01.002","Elsevier","Molecular Phylogenetics and Evolution","1055-7903, 1095-9513","Adaptin evolution in kinetoplastids and emergence of the variant surface glycoprotein coat in African trypanosomatids",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3650584 to PMC3650584

[2016-05-20T11:39:55Z importer] normalised DOI 10.1016/j.ympev.2013.01.002 to 10.1016/j.ympev.2013.01.002

[2016-05-20T11:48:40Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:40Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:40Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:48:40Z processor] Journal with ISSN 1055-7903,1095-9513 was not found in DOAJ; assuming Hybrid",
,"PMC3497412",23006852,"10.1128/IAI.00641-12","American Society for Microbiology","Infection and Immunity","0019-9567, 1098-5522","Progressive cross-reactivity in IgE responses: an explanation for the slow development of human immunity to schistosomiasis",,,,,,,,"True","False","unknown","False","non-standard-licence","publisher","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3497412 to PMC3497412

[2016-05-20T11:39:55Z importer] normalised DOI 10.1128/IAI.00641-12 to 10.1128/IAI.00641-12

[2016-05-20T11:48:41Z processor] Journal with ISSN 0019-9567,1098-5522 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:48Z oag] PMC3497412 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:13Z oag] 10.1128/IAI.00641-12 - License decided by scraping the resource at http://iai.asm.org/content/80/12/4264 and looking for the following license statement: ""The authors have paid a fee to allow immediate free access to this article."".",
,"PMC3633812",23371065,"10.1128/IAI.00301-13","American Society for Microbiology","Infection and Immunity","0892-6638, 1530-6860","Analysis of antibodies to newly described plasmodium falciparum merozoite antigens supports ...",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3633812 to PMC3633812

[2016-05-20T11:39:55Z importer] normalised DOI 10.1128/IAI.00301-13 to 10.1128/IAI.00301-13

[2016-05-20T11:48:41Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:41Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:41Z processor] Fulltext XML licence description contains the licence text http://creativecommons.org/licenses/by-nc which gives us licence type cc-by-nc

[2016-05-20T11:48:41Z processor] Journal with ISSN 0892-6638,1530-6860 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:53Z processor] This record's PMCID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:56:54Z processor] This record's PMID is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3531114",23203873,"10.1093/nar/gks1211","Oxford University Press","Nucleic Acids Research","0305-1048, 1362-4962","New functional families (FunFams) in CATH to improve the mapping of conserved functional sites to 3D structures",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","oa",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3531114 to PMC3531114

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/nar/gks1211 to 10.1093/nar/gks1211

[2016-05-20T11:48:41Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:41Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:41Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0 which gives us licence type cc-by-nc

[2016-05-20T11:48:42Z processor] Journal with ISSN 0305-1048,1362-4962 was found in DOAJ; assuming OA",
,"PMC3664799",23563155,"10.1093/nar/gks1266","Oxford University Press","Nucleic Acids Research","0305-1048, 1362-4962","Functional interplay of DnaE polymerase, DnaG primase and DnaC helicase within a ternary complex, and primase to polymerase hand-off during lagging strand DNA replication in Bacillus subtilis.",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","oa",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3664799 to PMC3664799

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/nar/gks1266 to 10.1093/nar/gks1266

[2016-05-20T11:48:42Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:42Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:42Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:48:42Z processor] Journal with ISSN 0305-1048,1362-4962 was found in DOAJ; assuming OA

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3531217",23203986,"10.1093/nar/gks1266","Oxford University Press","Nucleic Acids Research","0305-1048, 1362-4962","Genome3D: a UK collaborative project to annotate genomic sequences with predicted 3D structures based on SCOP and CATH domains",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","oa",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3531217 to PMC3531217

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/nar/gks1266 to 10.1093/nar/gks1266

[2016-05-20T11:48:42Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:42Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:42Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0 which gives us licence type cc-by-nc

[2016-05-20T11:48:42Z processor] Journal with ISSN 0305-1048,1362-4962 was found in DOAJ; assuming OA

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3561948",23262225,"10.1093/nar/gks1295","Oxford University Press","Nucleic Acids Research","0305-1048, 1362-4962","Solution Conformations of Early Intermediates in Mos1 Transposition.",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","oa",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3561948 to PMC3561948

[2016-05-20T11:39:55Z importer] normalised PMID 23262225 to 23262225

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/nar/gks1295 to 10.1093/nar/gks1295

[2016-05-20T11:48:43Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:43Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:43Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0 which gives us licence type cc-by-nc

[2016-05-20T11:48:43Z processor] Journal with ISSN 0305-1048,1362-4962 was found in DOAJ; assuming OA",
,"PMC3597664",23361461,"10.1093/nar/gks1469","Oxford University Press","Nucleic Acids Research","0305-1048, 1362-4962","TDP1 is an HMG chromatin protein facilitating RNA polymerase I transcription in African trypanosomes",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","oa",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3597664 to PMC3597664

[2016-05-20T11:39:55Z importer] normalised DOI 10.1093/nar/gks1469 to 10.1093/nar/gks1469

[2016-05-20T11:48:43Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:43Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:43Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:48:43Z processor] Journal with ISSN 0305-1048,1362-4962 was found in DOAJ; assuming OA",
,"PMC3497410",22988015,"10.1128/IAI.00559-12","American Society for Microbiology","Infection and Immunity","0019-9567, 1098-5522","Dectin-1 is not required for controlling Candida albicans colonisation of the murine gastrointestinal tract",,,,,,,,"True","False","unknown","False","non-standard-licence","publisher","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3497410 to PMC3497410

[2016-05-20T11:39:55Z importer] normalised DOI 10.1128/IAI.00559-12 to 10.1128/IAI.00559-12

[2016-05-20T11:48:43Z processor] Journal with ISSN 0019-9567,1098-5522 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:48Z oag] PMC3497410 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:11Z oag] 10.1128/IAI.00559-12 - License decided by scraping the resource at http://iai.asm.org/content/80/12/4216 and looking for the following license statement: ""The authors have paid a fee to allow immediate free access to this article."".",
,"PMC3811811",24002065,"10.1128/IAI.00976-13","American Society for Microbiology","Infection and Immunity","0019-9567, 1098-5522","Zebrafish as a novel vertebrate model to dissect enterococcal pathogenesis",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3811811 to PMC3811811

[2016-05-20T11:39:55Z importer] normalised DOI 10.1128/IAI.00976-13 to 10.1128/IAI.00976-13

[2016-05-20T11:48:44Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:44Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:44Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/3.0/ which gives us licence type cc-by

[2016-05-20T11:48:44Z processor] Journal with ISSN 0019-9567,1098-5522 was not found in DOAJ; assuming Hybrid",
,"PMC3825002",23340916,"10.1007/s11357-012-9502-y","Springer","Age","0161-9152, 1574-4647","Voluntary exercise can strengthen the circadian system in aged mice",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3825002 to PMC3825002

[2016-05-20T11:39:55Z importer] normalised DOI 10.1007/s11357-012-9502-y to 10.1007/s11357-012-9502-y

[2016-05-20T11:48:44Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:44Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:44Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:48:44Z processor] Journal with ISSN 0161-9152,1574-4647 was not found in DOAJ; assuming Hybrid",
,"PMC3528370",21948184,"10.1007/978-1-4614-4989-8_28","Springer","Age","0161-9152, 1574-4647","The dominant human conjunctival epithelial CD8αβ+ T cell population is maintained with age but the number of CD4+ T cells increases.",,,,,,,,"True","True","False","True","cc-by-nc","publisher","hybrid",1,"False","False","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3528370 to PMC3528370

[2016-05-20T11:39:55Z importer] normalised DOI 10.1007/978-1-4614-4989-8_28 to 10.1007/978-1-4614-4989-8_28

[2016-05-20T11:48:45Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:45Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:45Z processor] Journal with ISSN 0161-9152,1574-4647 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:56Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers

[2016-05-20T11:57:49Z oag] PMC3528370 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:13Z oag] 10.1007/978-1-4614-4989-8_28 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:02:11Z oag] 21948184 - License decided by scraping the resource at http://link.springer.com/article/10.1007%2Fs11357-011-9316-3/fulltext.html and looking for the following license statement: ""This article is distributed under the terms of the Creative Commons Attribution Noncommercial License which permits any noncommercial use, distribution, and reproduction in any medium, provided the original author(s) and source are credited."".",
,"PMC3723448",23870245,"10.1186/1756-6606-6-33","BioMed Central","Molecular Brain","1756-6606","Weaker control of the electrical properties of cerebellar granule cells by tonically active GABAA receptors in the Ts65Dn mouse model on Down's syndrome",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3723448 to PMC3723448

[2016-05-20T11:39:55Z importer] normalised DOI 10.1186/1756-6606-6-33 to 10.1186/1756-6606-6-33

[2016-05-20T11:48:45Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:45Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:45Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:48:45Z processor] Journal with ISSN 1756-6606 was found in DOAJ; assuming OA",
,"PMC3765893",23981466,"10.1186/1756-6606-6-39","BioMed Central","Molecular Brain","1756-6606","Identification of key structural elements for neuronal calcium sensor-1 function in the regulation of the temperature-dependency of locomotion in C. elegans",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:55Z importer] normalised PMCID PMC3765893 to PMC3765893

[2016-05-20T11:39:55Z importer] normalised DOI 10.1186/1756-6606-6-39 to 10.1186/1756-6606-6-39

[2016-05-20T11:48:45Z processor] Found fulltext XML in EPMC

[2016-05-20T11:48:45Z processor] AAM status set from Fulltext XML

[2016-05-20T11:48:45Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by/2.0 which gives us licence type cc-by

[2016-05-20T11:48:45Z processor] Journal with ISSN 1756-6606 was found in DOAJ; assuming OA",
