Row #,apc_2012_2013_results.csv PMCID,processed_apc_2012_2013.csv PMCID,apc_2012_2013_results.csv PMID,processed_apc_2012_2013.csv PMID,apc_2012_2013_results.csv DOI,processed_apc_2012_2013.csv DOI,apc_2012_2013_results.csv Article title,processed_apc_2012_2013.csv Article title
996,PMC3491471,PMC3503170,23043113,23112182,10.1073/pnas.1211145109,10.1073/pnas.1212706109,Efficient -2 frameshifting by mammalian ribosomes to synthesize an additional arterivirus protein,Prediction of economic choice by primate amygdala neurons
997,PMC3093473,PMC3529030,21508329,23213210,10.1073/pnas.1101262108,10.1073/pnas.1212034109,Crystal structures of the endoplasmic reticulum aminopeptidase-1 (ERAP1) reveal the molecular basis for N-terminal peptide trimming.,How nature can exploit nonspecific catalytic and carbohydrate binding modules to create enzymatic specifity
998,PMC3538261,PMC3557024,23248312,23307807,10.1073/pnas.1212677110,10.1073/pnas.1217943110,Repair of the degenerate retina by photoreceptor transplantation,Sexual reproduction and mating-type-mediated strain development in the penicillin-producing fungus Penicillium chrysogenum.
999,PMC3568321,PMC3491471,23341602,23043113,10.1073/pnas.1212417110,10.1073/pnas.1211145109,Specular reflections and the estimation of shape,Efficient -2 frameshifting by mammalian ribosomes to synthesize an additional arterivirus protein
1000,PMC3465389,PMC3093473,23019360,21508329,10.1073/pnas.1204357109,10.1073/pnas.1101262108,Evidence that Viral RNAs have Evolved for Efficient. Two-stage Packaging,Crystal structures of the endoplasmic reticulum aminopeptidase-1 (ERAP1) reveal the molecular basis for N-terminal peptide trimming.
1001,PMC3612675,PMC3538261,23472002,23248312,10.1073/pnas.1211204110,10.1073/pnas.1212677110,Cannabinoid- and lysophosphatidylinositol-sensitive receptor GPR55 boosts neurotransmitter release at central synapses,Repair of the degenerate retina by photoreceptor transplantation
1002,PMC3479458,PMC3568321,23035246,23341602,10.1073/pnas.1206563109,10.1073/pnas.1212417110,Structural basis for the recognition and cleavage of abasic DNA in Neisseria meningitidis,Specular reflections and the estimation of shape
1003,PMC3529010,PMC3465389,23213201,23019360,10.1073/pnas.1214735109,10.1073/pnas.1204357109,Interactions between the nucleosome histone core and Arp8 in the INO80 chromatin remodeling complex,Evidence that Viral RNAs have Evolved for Efficient. Two-stage Packaging
1004,PMC3479523,PMC3612675,23011798,23472002,10.1073/pnas.1205828109,10.1073/pnas.1211204110,Selectively altering belief formation in the human brain,Cannabinoid- and lysophosphatidylinositol-sensitive receptor GPR55 boosts neurotransmitter release at central synapses
1005,PMC3396515,PMC3479458,22733779,23035246,10.1073/pnas.1202781109,10.1073/pnas.1220098110,Multistep molecular mechanism for Bone morphogenetic protein extracellular transport in the Drosophila embryo,Structural basis for the recognition and cleavage of abasic DNA in Neisseria meningitidis
1006,PMC3670340,PMC3529010,23671116,23213201,10.1073/pnas.1300595110,10.1073/pnas.1214735109,Systematic identification of conserved bacterial c-di-AMP receptor proteins,Interactions between the nucleosome histone core and Arp8 in the INO80 chromatin remodeling complex
1007,PMC3581936,PMC3479523,23386723,23011798,10.1073/pnas.1218832110,10.1073/pnas.1205828109,Specific DNA recognition mediated by a type IV pilin,Selectively altering belief formation in the human brain
1008,PMC3009818,PMC3396515,21135206,22733779,10.1073/pnas.1013147107,10.1073/pnas.1202781109,"Exquisite sensitivity to subsecond, picomolar nitric oxide transients conferred on cells by guanylyl cyclase-coupled receptors",Multistep molecular mechanism for Bone morphogenetic protein extracellular transport in the Drosophila embryo
1009,PMC3606975,PMC3670340,23487760,23671116,10.1073/pnas.1217611110,10.1073/pnas.1300595110,Membrane lipid saturation activates endoplasmic reticulum unfolded protein response transducers through their transmembrane domains,Systematic identification of conserved bacterial c-di-AMP receptor proteins
1010,PMC3342788,PMC3581936,22563348,23386723,10.1057/biosoc.2010.26,10.1073/pnas.1218832110,"Creating the 'Ethics Industry': Mary Warnock, In Vitro Fertilization and the History of Bioethics in Britain",Specific DNA recognition mediated by a type IV pilin
1011,PMC3691227,PMC3009818,23826236,21135206,10.1371/journal.pone.0067206,10.1073/pnas.1013147107,Quality Control Methods in Accelerometer Data Processing: Defining Minimum Wear Time,"Exquisite sensitivity to subsecond, picomolar nitric oxide transients conferred on cells by guanylyl cyclase-coupled receptors"
1012,PMC3485137,PMC3606975,23118956,23487760,10.1371/journal.pone.0048214,10.1073/pnas.1217611110,Forgetting what was where: the fragility of object-location binding,Membrane lipid saturation activates endoplasmic reticulum unfolded protein response transducers through their transmembrane domains
1013,PMC3501466,PMC3342788,23185572,22563348,10.1371/journal.pone.0050188,10.1057/biosoc.2010.26,Stimulation of cortical myosin phosphorylation by p114RhoGEF drive cell migration and tumor cell invasion,"Creating the 'Ethics Industry': Mary Warnock, In Vitro Fertilization and the History of Bioethics in Britain"
1014,PMC3520920,PMC3691227,23251612,23826236,10.1371/journal.pone.0051729,10.1371/journal.pone.0067206,Degeneration of the injured cervical cord is associated with remote changes in corticospinal tract integrity and upper limb impairment.,Quality Control Methods in Accelerometer Data Processing: Defining Minimum Wear Time
1015,PMC3774797,PMC3485137,24066091,23118956,10.1371/journal.pone.0073999,10.1371/journal.pone.0048214,The effect of anti-rosetting agents against malaria parasites under physiological flow conditions,Forgetting what was where: the fragility of object-location binding
1016,PMC3790821,PMC3501466,24124519,23185572,10.1371/journal.pone.0075902,10.1371/journal.pone.0050188,"Neuron-type specific functions of DNT1, DNT2 and Spz at the Drosophila neuromuscular junction",Stimulation of cortical myosin phosphorylation by p114RhoGEF drive cell migration and tumor cell invasion
1017,PMC3548842,PMC3520920,23349935,23251612,10.1371/journal.pone.0054599,10.1371/journal.pone.0051729,Grafting of a single donor myofibre promotes hypertrophy in dystrophic mouse muscle,Degeneration of the injured cervical cord is associated with remote changes in corticospinal tract integrity and upper limb impairment.
1018,PMC3519537,PMC3774797,23251396,24066091,10.1371/journal.pone.0050881,10.1371/journal.pone.0073999,Using Answer Set Programming to Integrate RNA Expression with Signalling Pathway Information to Infer How Mutations Affect Ageing,The effect of anti-rosetting agents against malaria parasites under physiological flow conditions
1019,PMC3572168,PMC3790821,23418463,24124519,10.1371/journal.pone.0055824,10.1371/journal.pone.0075902,Prevalent and incident tuberculosis are independent risk factors for mortality among patients accessing antiretroviral therapy in South Africa.,"Neuron-type specific functions of DNT1, DNT2 and Spz at the Drosophila neuromuscular junction"
1020,PMC3460945,PMC3548842,23028953,23349935,10.1371/journal.pone.0045349,10.1371/journal.pone.0054599,Persistence of Hyperinvasive Meningococcal Strain types during Global spread as recorded in the PubMLST Database,Grafting of a single donor myofibre promotes hypertrophy in dystrophic mouse muscle
1021,PMC3806823,PMC3519537,24194921,23251396,10.1371/journal.pone.0078336,10.1371/journal.pone.0050881,Methods of identifying neisseria manigitidis carriers: a multi-centre study in the African meningitis belt.,Using Answer Set Programming to Integrate RNA Expression with Signalling Pathway Information to Infer How Mutations Affect Ageing
1022,PMC3753296,PMC3572168,23991082,23418463,10.1371/journal.pone.0072286,10.1371/journal.pone.0055824,In-cell NMR Characterization of the Secondary Structure Populations of a Disordered Conformation of a-Synuclein within E. coli Cells,Prevalent and incident tuberculosis are independent risk factors for mortality among patients accessing antiretroviral therapy in South Africa.
1023,PMC3813676,PMC3460945,24205261,23028953,10.1371/journal.pone.0078561,10.1371/journal.pone.0045349,"Alterations to Dendritic Spine Morphology, but Not Dendrite Patterning, of Cortical Projection Neurons in Tc1 and Ts1Rhr Mouse Models of Down Syndrome",Persistence of Hyperinvasive Meningococcal Strain types during Global spread as recorded in the PubMLST Database
1024,PMC2958147,PMC3806823,20975956,24194921,10.1371/journal.pone.0013521,10.1371/journal.pone.0078336,Interferon-Alpha Mediates Restriction of Human Immunodeficiency Virus Type-1 Replication in Primary Human Macrophages at an Early Stage of Replication,Methods of identifying neisseria manigitidis carriers: a multi-centre study in the African meningitis belt.
1025,PMC3564847,PMC3753296,23393553,23991082,10.1371/journal.pone.0053990,10.1371/journal.pone.0072286,Generalisation of New sequence Knowledge depends on Response Modality,In-cell NMR Characterization of the Secondary Structure Populations of a Disordered Conformation of a-Synuclein within E. coli Cells
1026,PMC3465279,PMC3813676,23071640,24205261,10.1371/journal.pone.0046803,10.1371/journal.pone.0078561,Upper Airways Microbiota in Antibiotic-NaÃ¯ve Wheezing and Healthy Infants from the Tropics of Rural Ecuador,"Alterations to Dendritic Spine Morphology, but Not Dendrite Patterning, of Cortical Projection Neurons in Tc1 and Ts1Rhr Mouse Models of Down Syndrome"
1027,PMC3519837,PMC2958147,23240017,20975956,10.1371/journal.pone.0051381,10.1371/journal.pone.0013521,Long-lived Memory B-cell Responses Following BCG Vaccination,Interferon-Alpha Mediates Restriction of Human Immunodeficiency Virus Type-1 Replication in Primary Human Macrophages at an Early Stage of Replication
1028,PMC3530592,PMC3564847,23300533,23393553,10.1371/journal.pone.0051102,10.1371/journal.pone.0053990,Early differential gene expression in haemocytes from resistant and susceptible Biomphalaria glabrata strains in response to Schistosoma mansoni,Generalisation of New sequence Knowledge depends on Response Modality
1029,PMC3823974,PMC3465279,24244390,23071640,10.1371/journal.pone.0078942,10.1371/journal.pone.0046803,"Changing use of surgical antibiotic prophylaxis in thika hospital, kenya: a quality improvement intervention with an interrupted time series design.",Upper Airways Microbiota in Antibiotic-NaÃ¯ve Wheezing and Healthy Infants from the Tropics of Rural Ecuador
1030,PMC3507950,PMC3519837,23209621,23240017,10.1371/journal.pone.0049928,10.1371/journal.pone.0051381,Systematic review of TST responses in people living with HIV in under-resourced settings: implications for isoniazid preventive therapy.,Long-lived Memory B-cell Responses Following BCG Vaccination
1031,PMC3517620,PMC3530592,23236367,23300533,10.1371/journal.pone.0050325,10.1371/journal.pone.0051102,"Impact of anthelminthic treatment in pregnancy and childhood on immunisations, infections and eczema in childhood: a randomised controlled trial.",Early differential gene expression in haemocytes from resistant and susceptible Biomphalaria glabrata strains in response to Schistosoma mansoni
1032,PMC3769242,PMC3823974,24058568,24244390,10.1371/journal.pone.0074452,10.1371/journal.pone.0078942,"Circulating antibody and memory B-Cell responses to C. difficile toxins A and B in patients with C. difficile-associated diarrhoea, inflammatory bowel disease and cystic fibrosi","Changing use of surgical antibiotic prophylaxis in thika hospital, kenya: a quality improvement intervention with an interrupted time series design."
1033,PMC3476715,PMC3507950,22549408,23209621,10.1038/ejhg.2012.73,10.1371/journal.pone.0049928,CNVs leading to fusion-transcripts in individuals with autism spectrum disorder,Systematic review of TST responses in people living with HIV in under-resourced settings: implications for isoniazid preventive therapy.
1034,PMC3865405,PMC3517620,23632796,23236367,10.1038/ejhg.2013.76,10.1371/journal.pone.0050325,"Whole exome sequencing, without prior linkage, identifies a mutation in LAMB3 as a cause of dominant hypoplastic amelogenesis imperfecta","Impact of anthelminthic treatment in pregnancy and childhood on immunisations, infections and eczema in childhood: a randomised controlled trial."
1035,PMC3795475,PMC3769242,23636244,24058568,10.1038/gt.2013.20,10.1371/journal.pone.0074452,Inhibition of Neointimal Hyperplasia in a Rabbit Vein Graft Model Following Non-Viral Transfection with Human iNOS cDNA,"Circulating antibody and memory B-Cell responses to C. difficile toxins A and B in patients with C. difficile-associated diarrhoea, inflammatory bowel disease and cystic fibrosi"
1036,PMC3835068,PMC3476715,22995990,22549408,10.1038/gim.2012.127,10.1038/ejhg.2012.73,Behavioral genetics and population health interventions for alcohol problems: at odds or oddly in agreement?,CNVs leading to fusion-transcripts in individuals with autism spectrum disorder
1037,PMC3914024,PMC3865405,23703681,23632796,10.1038/gim.2013.64,10.1038/ejhg.2013.76,Population-based estimates of the prevalence of FMR1 expansion mutations in women with early menopause and primary ovarian insufficiency,"Whole exome sequencing, without prior linkage, identifies a mutation in LAMB3 as a cause of dominant hypoplastic amelogenesis imperfecta"
