"University","PMCID","PMID","DOI","Publisher","Journal title","ISSN","Article title","Publication Date","Electronic Publication Date","Total cost of Article Processing Charge (APC), in £","Amount of APC charged to Wellcome OA grant, in £ (see comment)","VAT charged","COST (£)","Wellcome grant","Notes","Fulltext in EPMC?","XML Fulltext?","Author Manuscript?","Ahead of Print?","Open Access?","Licence","Licence source","Journal Type","Correct Article Confidence","Standard Compliance?","Deluxe Compliance?","Grant 1","Agency 1","PI 1","Grant 2","Agency 2","PI 2","Grant 3","Agency 3","PI 3","Grant 4","Agency 4","PI 4","Grant 5","Agency 5","PI 5","Grant 6","Agency 6","PI 6","Grant 7","Agency 7","PI 7","Grant 8","Agency 8","PI 8","Grant 9","Agency 9","PI 9","Grant 10","Agency 10","PI 10","Grant 11","Agency 11","PI 11","Grant 12","Agency 12","PI 12","Grant 13","Agency 13","PI 13","Grant 14","Agency 14","PI 14","Grant 15","Agency 15","PI 15","Grant 16","Agency 16","PI 16","Grant 17","Agency 17","PI 17","Grant 18","Agency 18","PI 18","Grant 19","Agency 19","PI 19","Grant 20","Agency 20","PI 20","Grant 21","Agency 21","PI 21","Grant 22","Agency 22","PI 22","Grant 23","Agency 23","PI 23","Grant 24","Agency 24","PI 24","Grant 25","Agency 25","PI 25","Grant 26","Agency 26","PI 26","Grant 27","Agency 27","PI 27","Grant 28","Agency 28","PI 28","Grant 29","Agency 29","PI 29","Grant 30","Agency 30","PI 30","Grant 31","Agency 31","PI 31","Grant 32","Agency 32","PI 32","Grant 33","Agency 33","PI 33","Grant 34","Agency 34","PI 34","Grant 35","Agency 35","PI 35","Grant 36","Agency 36","PI 36","Grant 37","Agency 37","PI 37","Grant 38","Agency 38","PI 38","Grant 39","Agency 39","PI 39","Grant 40","Agency 40","PI 40","Grant 41","Agency 41","PI 41","Grant 42","Agency 42","PI 42","Grant 43","Agency 43","PI 43","Grant 44","Agency 44","PI 44","Grant 45","Agency 45","PI 45","Grant 46","Agency 46","PI 46","Grant 47","Agency 47","PI 47","Grant 48","Agency 48","PI 48","Grant 49","Agency 49","PI 49","Grant 50","Agency 50","PI 50","Grant 51","Agency 51","PI 51","Grant 52","Agency 52","PI 52","Grant 53","Agency 53","PI 53","Grant 54","Agency 54","PI 54","Grant 55","Agency 55","PI 55","Grant 56","Agency 56","PI 56","Grant 57","Agency 57","PI 57","Grant 58","Agency 58","PI 58","Grant 59","Agency 59","PI 59","Grant 60","Agency 60","PI 60","Grant 61","Agency 61","PI 61","Grant 62","Agency 62","PI 62","Grant 63","Agency 63","PI 63","Grant 64","Agency 64","PI 64","Grant 65","Agency 65","PI 65","Grant 66","Agency 66","PI 66","Grant 67","Agency 67","PI 67","Grant 68","Agency 68","PI 68","Grant 69","Agency 69","PI 69","Grant 70","Agency 70","PI 70","Grant 71","Agency 71","PI 71","Grant 72","Agency 72","PI 72","Grant 73","Agency 73","PI 73","Grant 74","Agency 74","PI 74","Grant 75","Agency 75","PI 75","Grant 76","Agency 76","PI 76","Grant 77","Agency 77","PI 77","Grant 78","Agency 78","PI 78","Grant 79","Agency 79","PI 79","Grant 80","Agency 80","PI 80","Grant 81","Agency 81","PI 81","Grant 82","Agency 82","PI 82","Grant 83","Agency 83","PI 83","Grant 84","Agency 84","PI 84","Grant 85","Agency 85","PI 85","Grant 86","Agency 86","PI 86","Grant 87","Agency 87","PI 87","Grant 88","Agency 88","PI 88","Grant 89","Agency 89","PI 89","Grant 90","Agency 90","PI 90","Grant 91","Agency 91","PI 91","Grant 92","Agency 92","PI 92","Grant 93","Agency 93","PI 93","Grant 94","Agency 94","PI 94","Grant 95","Agency 95","PI 95","Grant 96","Agency 96","PI 96","Grant 97","Agency 97","PI 97","Grant 98","Agency 98","PI 98","Grant 99","Agency 99","PI 99","Grant 100","Agency 100","PI 100","Grant 101","Agency 101","PI 101","Grant 102","Agency 102","PI 102","Grant 103","Agency 103","PI 103","Grant 104","Agency 104","PI 104","Compliance Processing Output"
"","PMC3429859","22065498","10.1002/da.20875","Wiley-Blackwell","Depression and anxiety","1091-4269, 1520-6394","A Comparison of Melancholic and Non-Melancholic Recurrent Major Depression in Han Chinese Women","2012 Jan","2011-11-07","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","090532","Wellcome Trust","Professor Peter Donnelly","unknown","Wellcome Trust","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Tried but failed to find Grant PI via Grist API
Found Grant PI for 090532 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3429856","22065525","10.1002/da.20878","Wiley-Blackwell","Depression and anxiety","1091-4269, 1520-6394","Clinical Predictors of Familial Depression in Han Chinese Women","2012 Jan","2011-11-07","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","090532","Wellcome Trust","Professor Peter Donnelly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 090532 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","unknown","unknown","unknown","unknown","unknown","unknown","Evaluating care pathways for community psychiatry in England: a qualitative study","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",0,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
"","PMC3708113","23692236","10.1111/jep.12048","Wiley-Blackwell","Journal of evaluation in clinical practice","1356-1294, 1365-2753","Mental Disorders are not Brain Disorders","2013 Jun","Unavailable","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added date of publication from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3798115","22856460","10.1111/j.1420-9101.2012.02579.x","Wiley-Blackwell","Journal of evolutionary biology","1010-061X, 1420-9101","Fecundity compensation and tolerance to a sterilizing pathogen in Daphnia.","2012 Sep","2012-08-01","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","unknown","Wellcome Trust","unknown","243054","European Research Council","Dr. SMM Gandon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Tried but failed to find Grant PI via Grist API
Found Grant PI for 243054 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3505369","22026462","10.1111/j.1365-2796.2011.02473.x","Wiley-Blackwell","Journal of internal medicine","0954-6820, 1365-2796","Acute infection and venous thromboembolism","2012 Jun","2011-12-08","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","unknown","unknown","unknown","unknown","unknown","unknown","High level of HIV-2 false positivity in KwaZulu-Natal province: A region of South Africa with a very high HIV-1 subtype C prevalence","Unavailable","Unavailable","","","","","","","FALSE","FALSE","FALSE","unknown","FALSE","unknown","unknown","hybrid",0,"FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
"","PMC3798117","23983183","10.1002/jmv.23696","Wiley-Blackwell","Journal of medical virology","0146-6615, 1096-9071","The Kinetics of the Neutralizing antibody response to respiratory syncytial infections in a birth cohort","2013 Nov","Unavailable","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","092654","Wellcome Trust","Professor Kevin Marsh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 092654 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3838626","23495724","10.1111/jmi.12024","Wiley-Blackwell","Journal of microscopy","0022-2720, 1365-2818","Regulation of contact inhibition of locomotion by Eph-ephrin signalling","2013 Sep","2013-03-15","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","unknown","Wellcome Trust","unknown","unknown","Cancer Research UK","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Tried but failed to find Grant PI via Grist API
Tried but failed to find Grant PI via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3715722","23882243","10.3389/fpsyg.2013.00438","Frontiers Media SA","Frontiers in psychology","1664-1078","Adaptation to implied tilt: extensive spatial extrapolation of orientation gradients.","2013 ","2013-07-19","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","oa",1,"TRUE","TRUE","085222","Wellcome Trust","Dr BS Webb","097387","Wellcome Trust","Dr Neil Roach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Added ISSN from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Found Grant PI for 097387 via Grist API
Found Grant PI for 085222 via Grist API
Confirmed journal is listed in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3444764","23024646","10.3389/fimmu.2012.00288","Frontiers Media SA","Frontiers in immunology","1664-3224","NLRP3-inflammasome activating DAMPs stimulate an inflammatory response in glia in the absence of priming which contributes to brain inflammation after injury","2012 ","2012-09-18","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","oa",1,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Added ISSN from Crossref
Could not find DOI in CORE
Confirmed journal is listed in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3613096","23577039","10.1155/2013/185971","Hindawi Publishing Corporation","Journal of allergy","1687-9783, 1687-9791","Airway smooth muscle hypercontractility in asthma","2013 ","2013-03-18","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc-by","epmc_xml_permissions","oa",1,"TRUE","TRUE","082265","Wellcome Trust","Professor Christopher Brightling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_xml_permissions
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Found Grant PI for 082265 via Grist API
Confirmed journal is listed in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3504370","23209475","10.1155/2012/703138","Hindawi Publishing Corporation","International journal of rheumatology","1687-9260, 1687-9279","Quantitative sensory testing in painful hand osteorthritis demonstrates features of peripheral sensitisation","2012 ","2012-11-14","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc-by","epmc_xml_permissions","oa",1,"TRUE","TRUE","M11-F1","Rosetrees Trust","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_xml_permissions
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Confirmed journal is listed in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3487150","23133414","10.3389/fnbot.2012.00011","Frontiers Media SA","Frontiers in neurorobotics","1662-5218","What is value – accumulated reward or evidence?","2012 ","2012-11-02","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","oa",1,"TRUE","TRUE","088130","Wellcome Trust","Prof Karl Friston","R01 DA011723","NIDA NIH HHS","unknown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Added ISSN from Crossref
Could not find DOI in CORE
Found Grant PI for 088130 via Grist API
Confirmed journal is listed in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3488597","22702373","10.1111/j.1365-2826.2012.02353.x","Wiley-Blackwell","Journal of neuroendocrinology","0953-8194, 1365-2826","Changes in the brain accumulation of glucocorticoids in abcb1a-deficient CF-1 mice.","2012 Nov","Unavailable","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE","080268","Wellcome Trust","unknown","unknown","Medical Research Council","unknown","MR/J002739/1","Medical Research Council","Dr C Pariante","G108/603","Medical Research Council","Dr C Pariante",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added grants data from EUPMC
Added date of publication from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Found DOI in CORE
Added repositories that CORE claims article is available from
Tried but failed to find Grant PI via Grist API
Found Grant PI for MR/J002739/1 via Grist API
Found Grant PI for G108/603 via Grist API
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
"","PMC3736148","23575923","10.1002/jor.22364","Wiley-Blackwell","Journal of orthopaedic research : official publication of the Orthopaedic Research Society","0736-0266, 1554-527X","Hip abduction can prevent posterior edge loading of hip replacements","2013 Aug","2013-04-10","","","","","","","TRUE","TRUE","FALSE","not applicable","TRUE","cc by","epmc_rest_api","hybrid",1,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Added PMCID from EUPMC
Added PMID from EUPMC
Confirmed is in EUPMC
Confirmed is open access from EUPMC
Added journal title from EUPMC
Added eissn from EUPMC
Added issn from EUPMC
Added date of publication from EUPMC
Added electronic publication date from EUPMC
Confirmed fulltext XML is available from EUPMC
Added licence from epmc_rest_api
Added author list from EUPMC
Checked author manuscript status in EUPMC, found no evidence of being one
Added publisher name from Crossref
Could not find DOI in CORE
Could not find journal in DOAJ
Added embargo and archiving data from Sherpa Romeo"
